"","Plot","TreeID","Species","Sector","Year","Status","DBH","Height","Comments","Conk","BlindConk","Scar","Fork.Crook","Frost.Crack","Mistletoe","R.Branch","DBT","Crown.Class","L.Crown"
"3901","5","805","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3902","5","805","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3903","5","805","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3904","5","805","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3905","5","805","Bl",NA,"2019","Live",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3906","5","806","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3907","5","806","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3908","5","806","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3909","5","806","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3910","5","806","Bl",NA,"2019","Live",12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3911","5","807","Sx",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3912","5","807","Sx",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3913","5","807","Sx",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3914","5","807","Sx",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3915","5","807","Sx",NA,"2019","Live",10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3916","5","808","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3917","5","808","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3918","5","808","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3919","5","808","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3920","5","808","Bl",NA,"2019","Live",7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3921","5","809","Sx",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3922","5","809","Sx",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3923","5","809","Sx",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3924","5","809","Sx",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3925","5","809","Sx",NA,"2019","Live",7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3926","5","810","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3927","5","810","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3928","5","810","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3929","5","810","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3930","5","810","Bl",NA,"2019","Live",9.2,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3931","5","811","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3932","5","811","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3933","5","811","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3934","5","811","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3935","5","811","Bl",NA,"2019","Live",10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3936","5","812","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3937","5","812","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3938","5","812","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3939","5","812","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3940","5","812","Bl",NA,"2019","Live",10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3941","5","813","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3942","5","813","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3943","5","813","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3944","5","813","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3945","5","813","Bl",NA,"2019","Live",11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3946","5","814","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3947","5","814","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3948","5","814","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3949","5","814","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3950","5","814","Bl",NA,"2019","Live",7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3951","5","815","Sx",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3952","5","815","Sx",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3953","5","815","Sx",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3954","5","815","Sx",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3955","5","815","Sx",NA,"2019","Live",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3956","5","817","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3957","5","817","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3958","5","817","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3959","5","817","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3960","5","817","Bl",NA,"2019","Live",8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3961","5","818","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3962","5","818","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3963","5","818","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3964","5","818","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3965","5","818","Bl",NA,"2019","Live",13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3966","5","819","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3967","5","819","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3968","5","819","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3969","5","819","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3970","5","819","Bl",NA,"2019","Live",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3971","5","820","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3972","5","820","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3973","5","820","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3974","5","820","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3975","5","820","Bl",NA,"2019","Live",10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3976","5","821","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3977","5","821","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3978","5","821","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3979","5","821","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3980","5","821","Bl",NA,"2019","Live",13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3981","5","822","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3982","5","822","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3983","5","822","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3984","5","822","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3985","5","822","Bl",NA,"2019","Live",8.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3986","5","823","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3987","5","823","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3988","5","823","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3989","5","823","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3990","5","823","Bl",NA,"2019","Live",8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3991","5","825","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3992","5","825","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3993","5","825","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3994","5","825","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3995","5","825","Bl",NA,"2019","Live",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3996","5","827","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3997","5","827","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3998","5","827","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3999","5","827","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4000","5","827","Bl",NA,"2019","Live",7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4001","5","828","Sx",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4002","5","828","Sx",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4003","5","828","Sx",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4004","5","828","Sx",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4005","5","828","Sx",NA,"2019","Live",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4006","5","829","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4007","5","829","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4008","5","829","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4009","5","829","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4010","5","829","Bl",NA,"2019","Live",12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4011","5","830","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4012","5","830","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4013","5","830","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4014","5","830","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4015","5","830","Bl",NA,"2019","Live",9.8,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4016","5","831","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4017","5","831","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4018","5","831","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4019","5","831","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4020","5","831","Bl",NA,"2019","Live",11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4021","5","832","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4022","5","832","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4023","5","832","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4024","5","832","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4025","5","832","Bl",NA,"2019","Live",9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4026","5","833","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4027","5","833","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4028","5","833","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4029","5","833","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4030","5","833","Bl",NA,"2019","Live",8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4031","5","834","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4032","5","834","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4033","5","834","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4034","5","834","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4035","5","834","Bl",NA,"2019","Live",9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4036","5","835","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4037","5","835","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4038","5","835","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4039","5","835","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4040","5","835","Bl",NA,"2019","Live",7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4041","5","836","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4042","5","836","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4043","5","836","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4044","5","836","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4045","5","836","Bl",NA,"2019","Live",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4046","5","837","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4047","5","837","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4048","5","837","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4049","5","837","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4050","5","837","Bl",NA,"2019","Live",9.4,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4051","5","838","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4052","5","838","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4053","5","838","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4054","5","838","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4055","5","838","Bl",NA,"2019","Live",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4056","5","839","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4057","5","839","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4058","5","839","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4059","5","839","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4060","5","839","Bl",NA,"2019","Live",7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4061","5","840","Sx",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4062","5","840","Sx",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4063","5","840","Sx",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4064","5","840","Sx",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4065","5","840","Sx",NA,"2019","Live",10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4066","5","841","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4067","5","841","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4068","5","841","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4069","5","841","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4070","5","841","Bl",NA,"2019","Live",8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4071","5","842","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4072","5","842","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4073","5","842","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4074","5","842","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4075","5","842","Bl",NA,"2019","Live",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4076","5","9","Bl","4","1992","Live",10.4,NA,"spike2",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4077","5","9","Bl","4","1994","Live",10.8,NA,"ab (spike)",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4078","5","9","Bl","4","1997","Live",12.7,NA,"big scar on trunk",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4079","5","9","Bl","4","2009","Live",16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4080","5","9","Bl","4","2019","Live",19.4,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4081","5","New","Bl","2","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4082","5","New","Bl","2","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4083","5","New","Bl","2","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4084","5","New","Bl","3","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4085","5","New","Bl","3","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4086","5","New","Sx","3","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4087","5","New","Bl","2","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4088","5","New","Bl","2","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4089","5","New","Bl","2","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4090","5","New","Bl","2","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4091","5","New","Bl","2","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4092","5","New","Bl","2","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4093","5","New","Bl","2","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4094","5","New","Bl","3","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4095","5","New","Bl","3","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4096","5","New","Sx","3","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4097","5","New","Bl","2","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4098","5","New","Bl","2","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4099","5","New","Bl","2","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4100","5","New","Bl","2","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4101","5","New","Bl","2","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4102","5","New","Bl","2","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4103","5","New","Bl","2","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4104","5","New","Bl","3","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4105","5","New","Bl","3","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4106","5","New","Sx","3","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4107","5","New","Bl","2","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4108","5","New","Bl","2","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4109","5","New","Bl","2","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4110","5","New","Bl","2","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4111","5","New","Bl","2","2009","Live",9.5,NA,"New ingress - live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4112","5","New","Bl","2","2009","Live",7.5,NA,"New ingress - live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4113","5","New","Bl","2","2009","Live",8.4,NA,"New ingress - live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4114","5","New","Bl","3","2009","Live",19.2,NA,"Possible missing tag?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4115","5","New","Bl","3","2009","Live",11.1,NA,"New ingress - live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4116","5","New","Sx","3","2009","Live",10.4,NA,"New ingress - live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4117","5","New","Bl","2","2009","Live",9.1,NA,"New ingress - live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4118","5","New","Bl","2","2009","Live",7.5,NA,"New ingress - live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4119","5","New","Bl","2","2009","Live",7.8,NA,"New ingress - live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4120","5","New","Bl","2","2009","Live",15.1,NA,"New ingress - live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","5","New","Bl","2","2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4122","5","New","Bl","2","2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4123","5","New","Bl","2","2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4124","5","New","Bl","3","2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4125","5","New","Bl","3","2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4126","5","New","Sx","3","2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4127","5","New","Bl","2","2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
